Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,Estimates Start After
Fiji,Volume of imports of goods and services,Percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,Volume of exports of goods and services,Percent change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,Unemployment rate,Percent of total labor force,,Source: National Statistics Office. 2012-2013 unemployment rate are missing since the authority didn't provide it. The numbers here are based on linear interpolation using 2011 and 2014 data. Latest actual data: 2017 Employment type: Not applicable Primary domestic currency: Fiji dollar Data last updated: 09/2018,n/a,n/a,n/a,n/a,n/a,n/a,9.551,11.908,12.003,7.789,8.172,7.534,6.895,7.534,7.278,6.895,3.742,4.183,4.628,5.071,5.512,5.951,6.388,6.822,7.255,7.3,7.7,8.6,8.8,8.7,7.1,7.1,6.8,6.367,6.2,5.5,5.5,4.5,4.5,2017
Fiji,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2017 Primary domestic currency: Fiji dollar Data last updated: 09/2018,0.634,0.649,0.666,0.683,0.698,0.709,0.715,0.718,0.719,0.733,0.739,0.745,0.751,0.757,0.763,0.769,0.775,0.781,0.786,0.792,0.798,0.803,0.809,0.815,0.82,0.826,0.832,0.837,0.841,0.845,0.849,0.853,0.858,0.862,0.866,0.869,0.873,0.885,0.889,2017
Fiji,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,46.956,47.932,51.569,52.394,52.874,58.747,39.767,35.53,40.141,44.657,47.239,48.916,48.588,48.072,53.759,50.271,51.416,55.793,56.158,52.692,51.621,49.664,48.214,46.205,47.465,48.864,49.761,2017
Finland,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",5.673,1.294,3.087,3.122,3.213,3.537,2.726,3.559,5.211,5.087,0.679,-5.916,-3.325,-0.734,3.94,4.206,3.658,6.253,5.428,4.444,5.635,2.581,1.68,1.994,3.926,2.781,4.055,5.185,0.721,-8.269,2.992,2.571,-1.426,-0.759,-0.632,0.135,2.477,2.797,2.647,2017
Finland,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",53.714,52.62,53.111,51.056,53.032,56.223,73.652,91.775,109.255,119.106,141.797,128.287,113.227,89.321,103.76,134.349,132.153,126.997,134.11,135.4,125.883,129.338,139.984,171.365,196.975,204.767,216.733,255.739,285.087,252.137,248.262,273.925,256.849,270.065,273.042,232.582,239.15,252.753,276.553,2017
Finland,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","11,257.795","10,990.447","11,036.936","10,545.058","10,889.934","11,488.754","14,998.341","18,632.076","22,122.56","24,040.639","28,505.543","25,665.172","22,514.811","17,669.829","20,433.664","26,349.385","25,827.21","24,744.561","26,054.154","26,242.128","24,342.604","24,963.415","26,946.518","32,915.019","37,736.545","39,103","41,238.707","48,463.305","53,785.144","47,337.938","46,391.713","50,960.182","47,553.397","49,766.126","50,087.853","42,505.91","43,582.433","45,927.492","50,068.076",2017
Finland,"Inflation, average consumer prices",Index,,"Source: National Statistics Office. Eurostat, downloaded through Haver Analytics Latest actual data: 2017 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015 Primary domestic currency: Euro Data last updated: 08/2018",32.979,36.936,40.371,43.763,46.826,49.551,50.988,53.07,55.795,59.462,62.409,65.246,67.369,69.61,70.733,71.015,71.77,72.643,73.623,74.588,76.789,78.836,80.418,81.456,81.576,82.208,83.256,84.574,87.886,89.322,90.828,93.847,96.814,98.959,100.156,100,100.389,101.232,102.46,2017
Finland,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",11.602,12,9.3,8.4,7,5.82,2.9,4.082,5.135,6.572,4.957,4.545,3.254,3.326,1.614,0.398,1.063,1.217,1.349,1.31,2.952,2.665,2.007,1.29,0.147,0.774,1.275,1.583,3.916,1.634,1.686,3.324,3.162,2.216,1.209,-0.156,0.389,0.839,1.213,2017
Finland,Volume of imports of goods and services,Percent change,,"Source: National Statistical Office. Other sources: Statistics Finland; Finnish Board of Customs (Tulli) Latest actual data: 2017 Base year: 2000 Methodology used to derive volumes: Other Chain-weighted: Yes, from 1980 Trade System: General trade Excluded items in trade: In transit; Re-exports; Re-imports Oil coverage: Primary or unrefined products; Secondary or refined products Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 08/2018",8.552,-4.588,2.21,4.113,0.918,6.362,3.492,8.79,10.63,9.012,-0.341,-13.319,0.7,1.357,12.813,8.188,7.236,11.882,8.471,4.288,14.862,1.381,4.292,4.108,8.125,11.184,6.69,7.399,7.927,-16.854,6.5,6.034,1.632,0.459,-1.293,3.226,5.57,3.506,3.098,2017
Finland,Volume of exports of goods and services,Percent change,,"Source: National Statistical Office. Other sources: Statistics Finland; Finnish Board of Customs (Tulli) Latest actual data: 2017 Base year: 2000 Methodology used to derive volumes: Other Chain-weighted: Yes, from 1980 Trade System: General trade Excluded items in trade: In transit; Re-exports; Re-imports Oil coverage: Primary or unrefined products; Secondary or refined products Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Euro Data last updated: 08/2018",8.098,5.804,-1.87,4.327,6.527,0.637,1.684,2.757,3.167,2.746,1.653,-7.893,10.377,16.666,13.29,8.752,5.76,14.029,8.871,11.338,16.103,1.323,3.669,-1.211,8.656,6.9,10.129,9.065,6.585,-20.089,6.179,1.986,1.24,1.119,-2.725,0.929,3.949,7.481,3.94,2017
Finland,Unemployment rate,Percent of total labor force,,Source: National Statistics Office. Downloaded through Haver Analytics Latest actual data: 2017 Employment type: Harmonized ILO definition Primary domestic currency: Euro Data last updated: 08/2018,5.288,5.743,6.076,6.147,5.928,6.049,6.665,4.9,4.208,3.108,3.2,6.7,11.8,16.5,16.7,15.5,14.6,12.7,11.5,10.275,9.875,9.2,9.175,9.075,8.875,8.475,7.775,6.95,6.425,8.325,8.5,7.775,7.683,8.192,8.658,9.375,8.792,8.525,7.673,2017
Finland,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2017 Primary domestic currency: Euro Data last updated: 08/2018,4.771,4.788,4.812,4.842,4.87,4.894,4.911,4.926,4.939,4.954,4.974,4.998,5.029,5.055,5.078,5.099,5.117,5.132,5.147,5.16,5.171,5.181,5.195,5.206,5.22,5.237,5.256,5.277,5.3,5.326,5.351,5.375,5.401,5.427,5.451,5.472,5.487,5.503,5.524,2017
Finland,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,10.893,11.544,13.851,15.379,15.18,15.837,16.443,17.649,16.535,14.269,13.848,21.878,39.255,54.108,56.118,55.147,55.318,52.248,46.862,44.009,42.486,40.947,40.17,42.738,42.648,39.937,38.059,33.993,32.654,41.696,47.119,48.504,53.91,56.458,60.2,63.537,62.949,61.332,60.516,2016
France,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.809,1.069,2.505,1.241,1.514,1.623,2.337,2.562,4.743,4.344,2.924,1.048,1.599,-0.629,2.358,2.107,1.413,2.336,3.589,3.421,3.924,1.984,1.136,0.823,2.83,1.663,2.449,2.425,0.255,-2.873,1.949,2.193,0.313,0.576,1.014,1.037,1.103,2.335,1.564,2017
France,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",702.243,618.954,588.015,562.499,532.339,557.561,772.838,935.117,"1,020.878","1,026.179","1,272.433","1,273.594","1,404.391","1,324.236","1,396.653","1,602.13","1,606.035","1,454.555","1,505.184","1,494.571","1,365.972","1,377.405","1,498.907","1,843.646","2,117.964","2,199.684","2,320.53","2,660.897","2,932.215","2,697.044","2,647.537","2,864.03","2,685.311","2,811.957","2,856.697","2,439.435","2,466.152","2,587.682","2,794.696",2017
France,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","13,069.505","11,456.04","10,822.037","10,292.761","9,697.432","10,108.561","13,947.316","16,793.955","18,240.997","18,236.767","22,490.289","22,406.387","24,590.746","23,082.715","24,262.184","27,741.294","27,720.861","25,028.466","25,818.37","25,549.696","23,207.839","23,240.837","25,113.254","30,675.365","35,004.53","36,082.12","37,793.808","43,059.907","47,191.131","43,176.385","42,181.583","45,410.097","42,371.124","44,145.229","44,616.405","37,937.853","38,200.283","39,932.686","42,930.768",2017
France,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2017 Notes: The original CPI index implies an inflation rate of 16.1 percent in 1990. WEO official inflation figure as smoothed by staff. Harmonized prices: Yes Frequency of source data: Monthly Base year: 2015 Primary domestic currency: Euro Data last updated: 08/2018,35.583,40.327,45.158,49.43,53.223,56.326,57.756,59.655,61.267,65.292,65.503,67.732,69.395,70.946,72.127,73.403,74.928,75.88,76.391,76.832,78.226,79.622,81.164,82.927,84.863,86.466,88.102,89.516,92.346,92.44,94.046,96.198,98.33,99.303,99.908,100,100.306,101.474,103.358,2017
France,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",13.057,13.333,11.978,9.46,7.674,5.831,2.539,3.289,2.701,6.569,0.323,3.403,2.456,2.235,1.664,1.769,2.079,1.27,0.673,0.577,1.815,1.784,1.937,2.172,2.335,1.888,1.892,1.605,3.161,0.102,1.737,2.289,2.216,0.989,0.61,0.092,0.306,1.165,1.856,2017
France,Volume of imports of goods and services,Percent change,,Source: National Statistics Office Latest actual data: 2017 Base year: 2010 Primary domestic currency: Euro Data last updated: 08/2018,2.622,-1.397,3.562,-2.699,3.402,4.744,6.665,7.672,8.444,8.068,5.042,2.956,1.767,-3.319,8.863,7.523,2.446,7.976,11.9,6.951,15.353,2.382,1.946,0.894,6.204,6.32,5.601,5.756,1.295,-9.355,8.893,5.837,0.2,2.418,4.899,5.898,3.044,3.967,3.099,2017
France,Volume of exports of goods and services,Percent change,,Source: National Statistics Office Latest actual data: 2017 Base year: 2010 Primary domestic currency: Euro Data last updated: 08/2018,2.702,4.853,-1.126,4.742,6.771,2.114,-0.967,2.795,8.462,9.778,4.146,6.277,5.95,0.395,8.159,8.854,4.268,13.039,8.813,5.112,12.886,3.072,1.997,-0.959,5.358,3.976,5.998,2.791,0.441,-10.898,8.695,6.364,2.842,2.141,3.272,4.646,1.5,4.454,3.956,2017
France,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2017 Employment type: Harmonized ILO definition. Data prior to 1983 are not harmonized. Primary domestic currency: Euro Data last updated: 08/2018,6.349,7.438,8.069,7.383,8.458,8.7,8.875,9.15,8.842,8.7,8.4,8.617,9.442,10.267,10.667,10.508,10.833,10.892,10.692,10.442,9.175,8.458,8.275,8.508,8.825,8.892,8.825,7.983,7.458,9.083,9.242,9.2,9.775,10.283,10.3,10.375,10.05,9.442,8.843,2017
France,Population,Persons,Millions,Source: National Statistics Office Latest actual data: 2017 Primary domestic currency: Euro Data last updated: 08/2018,53.731,54.029,54.335,54.65,54.895,55.157,55.411,55.682,55.966,56.27,56.577,56.841,57.111,57.369,57.565,57.753,57.936,58.116,58.299,58.497,58.858,59.267,59.686,60.102,60.505,60.963,61.4,61.795,62.135,62.466,62.765,63.07,63.376,63.698,64.028,64.301,64.558,64.801,65.098,2017
France,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,20.829,22.04,25.359,26.687,29.094,30.699,31.304,33.681,33.635,34.439,35.585,36.475,40.222,46.554,49.887,56.104,59.995,61.426,61.351,60.5,58.881,58.341,60.258,64.415,65.938,67.382,64.611,64.537,68.777,83.035,85.256,87.832,90.602,93.412,94.889,95.582,96.587,96.801,96.688,2017
Gabon,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",--,-4,4.1,2,4.9,5.8,-2.1,-15.4,3.5,15.431,5.147,6.124,-3.087,3.947,3.713,4.974,3.625,5.738,3.478,-8.943,-1.883,2.15,0.187,1.701,1.12,-0.786,-1.908,6.333,1.733,-2.279,6.27,7.092,5.251,5.517,4.435,3.879,2.082,0.451,2.042,2016
Gabon,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",4.559,4.111,3.853,3.689,3.547,3.736,4.889,3.699,4.079,4.458,6.339,5.754,5.955,5.757,4.463,5.281,6.064,5.673,4.774,4.966,5.397,5.022,5.327,6.509,7.764,9.474,10.163,12.457,15.582,12.184,14.385,18.203,17.181,17.596,18.209,14.385,14.02,14.93,17.212,2016
Gabon,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","6,093.615","5,376.616","4,930.527","4,619.015","4,346.388","4,478.468","5,735.355","4,245.955","4,581.144","4,899.234","6,815.634","5,993.32","6,015.511","5,677.618","4,293.942","4,956.842","5,552.917","5,068.093","4,161.617","4,222.734","4,477.321","4,065.16","4,206.24","5,014.408","5,835.668","6,947.513","7,270.687","8,652.12","10,426.212","7,854.2","8,933.942","10,891.096","9,903.189","9,760.882","9,746.775","7,453.113","7,082.302","7,373.128","8,384.735",2004
Gabon,"Inflation, average consumer prices",Index,,Source: National Statistics Office. Macroeconomics Department Latest actual data: 2017. These data are even provided monthly for 2010 Harmonized prices: Yes Frequency of source data: Monthly Base year: 2000 Primary domestic currency: CFA franc Data last updated: 07/2018,41.899,45.503,53.101,58.624,62.083,66.615,70.878,70.169,63.293,67.662,78.061,70.387,63.67,64.01,87.128,95.533,96.192,100.014,101.463,99.499,100,102.136,102.304,104.457,104.884,106.112,104.62,103.552,109.002,111.057,112.664,114.086,117.147,117.71,123.021,122.845,125.408,128.734,132.339,2017
Gabon,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",12.321,8.6,16.7,10.4,5.9,7.3,6.4,-1,-9.8,6.903,15.369,-9.83,-9.543,0.534,36.116,9.647,0.69,3.973,1.449,-1.935,0.504,2.136,0.164,2.105,0.408,1.171,-1.406,-1.021,5.263,1.885,1.447,1.262,2.683,0.48,4.512,-0.143,2.086,2.652,2.8,2017
Gabon,Volume of imports of goods and services,Percent change,,"Source: Central Bank Latest actual data: 2016. The latest approved data by the Balance of Payments Committee was 2006 Base year: 2001 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Other Chain-weighted: Yes, from 2012 Trade System: General trade Excluded items in trade: In transit; Re-exports; Re-imports Oil coverage: Primary or unrefined products Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: CFA franc Data last updated: 07/2018",12.303,5.698,-6.617,11.053,1.494,22.051,123.564,-41.893,36.058,4.848,-10.515,3.304,1.87,4.48,-14.827,2.316,2.995,12.084,22.45,-24.535,-17.424,-2.371,11.309,-2.342,5.048,0.9,26.752,11.321,-0.79,8.77,12.412,-17.433,32.691,36.431,-5.439,-10.2,-16.107,6.222,11.197,2016
Gabon,Volume of exports of goods and services,Percent change,,"Source: Central Bank Latest actual data: 2016. The latest approved data by the Balance of Payments Committee was 2006 Base year: 2001 Methodology used to derive volumes: Weighted average of volume changes Formula used to derive volumes: Other Chain-weighted: Yes, from 2012 Trade System: General trade Excluded items in trade: In transit; Re-exports; Re-imports Oil coverage: Primary or unrefined products Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: CFA franc Data last updated: 07/2018",-24.638,-15.819,1.714,-0.899,7.224,2.471,-5.904,-5.975,5.162,25.187,19.512,-1.114,2.553,12.541,4.489,6.231,2.43,3.378,-6.227,-5.3,-10.458,-5.042,-8.456,5.998,5.469,-4.169,-10.022,5.244,2.781,-3.358,8.427,-2.239,-2.977,-1.244,2.116,19.765,-4.059,-4.097,-4.503,2016
Gabon,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,Population,Persons,Millions,Source: National Statistics Office. In close cooperation with World Bank and country authorities. Latest actual data: 2004 Primary domestic currency: CFA franc Data last updated: 07/2018,0.748,0.765,0.781,0.799,0.816,0.834,0.852,0.871,0.89,0.91,0.93,0.96,0.99,1.014,1.039,1.065,1.092,1.119,1.147,1.176,1.205,1.235,1.266,1.298,1.33,1.364,1.398,1.44,1.494,1.551,1.61,1.671,1.735,1.803,1.868,1.93,1.98,2.025,2.053,2004
Gabon,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,89.994,89.348,87.87,90.135,71.266,73.36,64.549,57.04,87.585,73.086,72.497,80.979,81.07,70.241,60.301,49.326,39.598,39.237,20.053,25.992,21.295,21.425,21.442,31.113,34.063,44.703,64.199,62.685,58.354,2017
The Gambia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",0.705,-9.523,20.759,13.518,-7.62,3.649,2.364,2.8,1.702,4.331,5.696,2.163,1.763,3.833,-3.398,3.32,2.906,1.417,6.5,6.399,5.525,5.753,-3.247,6.874,7.046,-1.004,1.115,3.518,5.737,6.47,6.521,-4.322,5.647,4.801,-0.94,5.868,0.406,4.558,5.412,2017
The Gambia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.631,0.604,0.571,0.574,0.413,0.502,0.392,0.525,0.61,0.64,0.751,0.793,0.855,0.916,0.907,0.948,0.989,1.025,1.052,1.08,1.052,1.045,0.924,0.879,1.003,1.078,1.071,1.274,1.613,1.488,1.63,1.398,1.423,1.367,1.259,1.37,1.445,1.482,1.605,2017
The Gambia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","1,117.904","1,006.711",918.451,888.186,613.246,716.477,537.175,691.742,771.322,778.464,877.234,889.162,921.341,932.24,892.217,904.37,916.463,908.28,906.41,903.464,854.358,822.49,704.994,648.807,716.938,746.113,718.073,827.647,"1,015.355",907.499,963.529,800.32,789.626,735.236,656.497,693.01,708.855,704.699,739.94,2016
The Gambia,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2017 Harmonized prices: No Frequency of source data: Monthly Base year: 1990 Primary domestic currency: Gambian dalasi Data last updated: 08/2018,20.415,22.031,23.846,26.384,32.217,38.119,59.677,73.827,82.354,89.152,100,108.642,118.946,126.637,128.803,137.795,139.31,143.184,144.78,150.291,151.57,158.379,172.015,201.312,230.074,241.484,246.448,259.682,271.24,283.593,297.913,312.201,326.703,343.827,365.358,390.233,418.425,452.106,480.124,2017
The Gambia,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",5.019,7.92,8.235,10.645,22.106,18.32,56.556,23.712,11.549,8.255,12.168,8.642,9.484,6.466,1.71,6.981,1.099,2.781,1.114,3.807,0.851,4.492,8.61,17.032,14.287,4.959,2.056,5.37,4.451,4.554,5.049,4.796,4.645,5.241,6.262,6.808,7.225,8.049,6.197,2017
The Gambia,Volume of imports of goods and services,Percent change,,"Source: National Statistics Office Latest actual data: 2017 Base year: 2000 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Based on staff estimate Chain-weighted: No Trade System: General trade Excluded items in trade: Low valued Oil coverage: Secondary or refined products Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Gambian dalasi Data last updated: 08/2018",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,1.247,-17.289,9.508,-15.754,23.941,1.019,1.695,-5.465,-4.469,13.337,4.694,-0.229,12.549,2.507,17.431,8.203,-14.442,30.609,15.811,2017
The Gambia,Volume of exports of goods and services,Percent change,,"Source: National Statistics Office Latest actual data: 2017 Base year: 2000 Methodology used to derive volumes: Deflation by unit value indexes (from customs data) Formula used to derive volumes: Based on staff estimate Chain-weighted: No Trade System: General trade Excluded items in trade: Low valued Oil coverage: Secondary or refined products Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Gambian dalasi Data last updated: 08/2018",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,10.98,-17.392,1.693,-19.826,20,8.9,6.856,1.69,-3.96,-0.963,0.299,2.744,15.884,-8.263,-9.92,-11.783,9.533,-17.48,34.341,2017
The Gambia,Unemployment rate,Percent of total labor force,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Gambia,Population,Persons,Millions,Source: International Financial Institution. Human Development Indicators Latest actual data: 2016 Primary domestic currency: Gambian dalasi Data last updated: 08/2018,0.565,0.6,0.622,0.647,0.673,0.701,0.729,0.759,0.79,0.823,0.856,0.891,0.928,0.982,1.016,1.048,1.079,1.128,1.161,1.195,1.232,1.27,1.311,1.354,1.399,1.444,1.491,1.539,1.589,1.64,1.692,1.746,1.802,1.859,1.918,1.978,2.039,2.103,2.169,2016
The Gambia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,70.27,72.169,90.056,87.964,77.996,78.776,85.994,38.198,38.274,37.882,40.653,49.665,49.214,58.609,69.415,68.574,82.349,88.035,82.755,2017
Georgia,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,2.6,10.5,10.566,2.878,2.96,2.452,4.715,5.581,11.169,5.796,9.588,9.421,12.579,2.418,-3.65,6.249,7.222,6.35,3.387,4.623,2.88,2.849,4.984,5.542,2016
Georgia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.827,1.907,3.063,3.511,3.607,2.805,3.057,3.218,3.396,3.991,5.126,6.411,7.745,10.173,12.795,10.767,11.638,14.435,15.847,16.141,16.515,13.996,14.376,15.158,16.716,2016
Georgia,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,167.794,397.848,655.332,770.192,800.675,627.58,689.35,731.21,776.793,924.35,"1,201.953","1,522.416","1,862.95","2,478.769","3,158.884","2,693.734","2,951.244","3,710.701","4,130.549","4,266.593","4,428.262","3,761.91","3,884.017","4,085.834","4,505.764",2015
Georgia,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2017 Harmonized prices: No Frequency of source data: Monthly Base year: 2005 Primary domestic currency: Georgian lari Data last updated: 09/2018,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,15.197,39.925,55.627,59.515,63.674,65.935,78.547,81.72,85.551,90.324,94.646,100,109.161,119.253,131.177,133.444,142.933,155.144,153.68,152.893,157.585,163.896,167.393,177.493,182.384,2017
Georgia,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,162.718,39.329,6.988,6.988,3.552,19.128,4.04,4.688,5.579,4.785,5.656,9.161,9.245,9.999,1.728,7.111,8.543,-0.944,-0.512,3.069,4.005,2.133,6.034,2.755,2017
Georgia,Volume of imports of goods and services,Percent change,,"Source: National Statistics Office Latest actual data: 2016 Base year: 2005 Trade System: General trade Excluded items in trade: In transit; Other Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Georgian lari Data last updated: 09/2018",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,0.142,19.699,62.644,21.585,-1.012,-8.847,-2.1,6.609,12.116,13.365,16.607,8.626,13.947,11.827,-15.686,-0.861,13.35,18.975,3.558,8.861,4.599,0.21,1.757,8.034,2016
Georgia,Volume of exports of goods and services,Percent change,,"Source: National Statistics Office Latest actual data: 2016 Base year: 2005 Trade System: General trade Excluded items in trade: In transit; Other Valuation of exports: Free on board (FOB) Valuation of imports: Cost, insurance, freight (CIF) Primary domestic currency: Georgian lari Data last updated: 09/2018",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-9.591,8.738,39.54,13.838,6.102,46.85,-3.059,10.2,11.784,3.08,13.25,-2.686,6.724,-4.941,9.356,6.556,22.952,16.167,19.332,-5.386,-18.738,4.218,14.603,12.09,2016
Georgia,Unemployment rate,Percent of total labor force,,Source: National Statistics Office Latest actual data: 2015 Employment type: Harmonized ILO definition Primary domestic currency: Georgian lari Data last updated: 09/2018,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12.715,7.551,12.381,12.628,10.346,11.148,12.594,11.501,12.624,13.8,13.578,13.279,16.469,16.85,16.291,15.062,15.034,14.563,12.353,11.95,11.763,n/a,n/a,2015
Georgia,Population,Persons,Millions,Source: National Statistics Office. Census surveys were conducted in 2002 and 2014. Data from 2003 to 2013 have been computed via linear interpolation and are inconsistent with data from the authorities which have not been back-cast following the results of the 2014 census Latest actual data: 2015 Primary domestic currency: Georgian lari Data last updated: 09/2018,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.93,4.794,4.675,4.558,4.505,4.47,4.435,4.401,4.372,4.318,4.265,4.211,4.158,4.104,4.051,3.997,3.944,3.89,3.837,3.783,3.73,3.72,3.701,3.71,3.71,2015
Georgia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,67.66,61.264,58.12,63.077,50.449,39.911,32.008,25.505,31.15,41.034,42.404,36.512,34.83,34.663,35.59,41.446,44.414,44.86,43.887,2017
Germany,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",1.272,0.11,-0.788,1.555,2.826,2.192,2.417,1.469,3.736,3.913,5.723,5.011,1.511,-0.985,2.533,1.808,0.863,1.908,1.769,1.842,3.192,1.833,0.026,-0.722,0.698,0.873,3.887,3.367,0.813,-5.56,3.938,3.72,0.691,0.607,2.177,1.482,2.157,2.456,1.911,2017
